ORG	GRAM	ORGANISM	ORG_CLEAN	STATUS	COMMON	ORG_GROUP	SUB_GROUP	GENUS	GENUS_CODE	SCT_CODE	SCT_TEXT	EXCLUDE
gc3	-	Salmonella Group C3 (O:8)	Salmonella Group C3	C		EBC	GRC	Salmonella	SAL	105735006	Salmonella Group C3	FALSE
gd1	-	Salmonella Group D1 (O:9)	Salmonella Group D1	C		EBC	GRD	Salmonella	SAL	105737003	Salmonella Group D1	FALSE
gd2	-	Salmonella Group D2 (O:9,46)	Salmonella Group D2	C		EBC	GRD	Salmonella	SAL	105738008	Salmonella Group D2	FALSE
gd3	-	Salmonella Group D3 (O:9,46,27)	Salmonella Group D3	C		EBC	GRD	Salmonella	SAL	105739000	Salmonella Group D3	FALSE
ge1	-	Salmonella Group E1 (O:3,10)	Salmonella Group E1	C		EBC	GRE	Salmonella	SAL	105740003	Salmonella Group E1	FALSE
ge4	-	Salmonella Group E4 (O:1,3,19)	Salmonella Group E4	C		EBC	GRE	Salmonella	SAL	105743001	Salmonella Group E4	FALSE
grh	-	Salmonella Group H (O:6,14)	Salmonella Group H	C		EBC	GRH	Salmonella	SAL	105747000	Salmonella Group H	FALSE
gri	-	Salmonella Group I (O:16)	Salmonella Group I	C		EBC	GRI	Salmonella	SAL	105748005	Salmonella Group I	FALSE
grj	-	Salmonella Group J (O:17)	Salmonella Group J	C		EBC	GRJ	Salmonella	SAL	105749002	Salmonella Group J	FALSE
grk	-	Salmonella Group K (O:18)	Salmonella Group K	C		EBC	GRK	Salmonella	SAL	105750002	Salmonella Group K	FALSE
grl	-	Salmonella Group L (O:21)	Salmonella Group L	C		EBC	GRI	Salmonella	SAL	105751003	Salmonella Group L	FALSE
grm	-	Salmonella Group M (O:28)	Salmonella Group M	C		EBC	GRM	Salmonella	SAL	105752005	Salmonella Group M	FALSE
grn	-	Salmonella Group N (O:30)	Salmonella Group N	C		EBC	GRN	Salmonella	SAL	105753000	Salmonella Group N	FALSE
grp	-	Salmonella Group P (O:38)	Salmonella Group P	C		EBC	GRP	Salmonella	SAL	105755007	Salmonella Group P	FALSE
grq	-	Salmonella Group Q (O:39)	Salmonella Group Q	C		EBC	GRQ	Salmonella	SAL	105756008	Salmonella Group Q	FALSE
grr	-	Salmonella Group R (O:40)	Salmonella Group R	C		EBC	GRR	Salmonella	SAL	105757004	Salmonella Group R	FALSE
grs	-	Salmonella Group S (O:41)	Salmonella Group S	C		EBC	GRS	Salmonella	SAL	105758009	Salmonella Group S	FALSE
grt	-	Salmonella Group T (O:42)	Salmonella Group T	C		EBC	GRT	Salmonella	SAL	105759001	Salmonella Group T	FALSE
gru	-	Salmonella Group U (O:43)	Salmonella Group U	C		EBC	GRU	Salmonella	SAL	105760006	Salmonella Group U	FALSE
grv	-	Salmonella Group V (O:44)	Salmonella Group V	C		EBC	GRV	Salmonella	SAL	105761005	Salmonella Group V	FALSE
grw	-	Salmonella Group W (O:45)	Salmonella Group W	C		EBC	GRW	Salmonella	SAL	105762003	Salmonella Group W	FALSE
grx	-	Salmonella Group X (O:47)	Salmonella Group X	C		EBC	GRX	Salmonella	SAL	105763008	Salmonella Group X	FALSE
gry	-	Salmonella Group Y (O:48)	Salmonella Group Y	C		EBC	GRY	Salmonella	SAL	105764002	Salmonella Group Y	FALSE
grz	-	Salmonella Group Z (O:50)	Salmonella Group Z	C		EBC	GRZ	Salmonella	SAL	105765001	Salmonella Group Z	FALSE
g54	-	Salmonella Group 54 (O:54)	Salmonella Group 54	C		EBC	G54	Salmonella	SAL	105769007	Salmonella group O:54	FALSE
g67	-	Salmonella Group 67 (O:67)	Salmonella Group 67	C		EBC	G67	Salmonella	SAL	105781006	Salmonella group O:67	FALSE
ngo	-	Neisseria gonorrhoeae	Neisseria gonorrhoeae	C	X	GNC		Neisseria	NE-	106566009	Fluoroquinolone-resistant Neisseria gonorrhoeae	FALSE
nko	-	Neisseria gonorrhoeae ss. kochii	Neisseria gonorrhoeae ss. kochii	C		GNC		Neisseria	NE-	106566009	Fluoroquinolone-resistant Neisseria gonorrhoeae	FALSE
asu	-	Actinobacillus suis	Actinobacillus suis	C		GNCB		Actinobacillus	ACB	112272003	Actinobacillus suis	FALSE
cgc	a	Clostridium glycolicum	Clostridium glycolicum	C		SPORE		Clostridium	CLO	112279007	Clostridium glycolicum	FALSE
eco	-	Escherichia coli	Escherichia coli	C	X	EBC		Escherichia	ESC	112283007	Escherichia coli	FALSE
k99	-	Escherichia coli K99	Escherichia coli K99	C		EBC		Escherichia	ESC	112283007	Escherichia coli	FALSE
ssd	-	Salmonella Sandiego	Salmonella Sandiego	C		EBC	GRB	Salmonella	SAL	112287008	Salmonella Sandiego	FALSE
svg	-	Salmonella Virginia	Salmonella Virginia	C		EBC	GRC	Salmonella	SAL	112296008	Salmonella Virginia	FALSE
sfo	-	Serratia fonticola	Serratia fonticola	C		EBC		Serratia	SE-	112329006	Serratia fonticola	FALSE
fmo	a	Fusobacterium mortiferum	Fusobacterium mortiferum	C		AGNR		Fusobacterium	FU-	112330001	Fusobacterium mortiferum	FALSE
fal	a	Fusobacterium alocis	Fusobacterium alocis	C		AGNR		Fusobacterium	FU-	112331002	Fusobacterium alocis	FALSE
mpm	b	Mycoplasma primatum	Mycoplasma primatum	C		MYCOP		Mycoplasma	MYP	112337003	Mycoplasma primatum	FALSE
mbu	b	Mycoplasma buccale	Mycoplasma buccale	C		MYCOP		Mycoplasma	MYP	112338008	Mycoplasma buccale	FALSE
pni	a	Peptococcus niger	Peptococcus niger	C		AGPC		Peptococcus	PEP	112344007	Peptococcus niger	FALSE
spe	f	Sporobolomyces sp.	Sporobolomyces sp.	C		check		Sporobolomyces	SPE	112398006	Sporobolomyces	FALSE
cug	f	Cryptococcus uniguttulatus	Cryptococcus uniguttulatus	C		FUNGUS		Cryptococcus	CRY	112402002	Cryptococcus uniguttulatus	FALSE
epi	f	Epidermophyton sp.	Epidermophyton sp.	C		FUNGUS		Epidermophyton	EPI	112403007	Epidermophyton	FALSE
mgy	f	Microsporum gypseum	Microsporum gypseum	C		FUNGUS		Microsporum	MIS	112404001	Microsporum gypseum	FALSE
pcc	f	Paracoccidioides sp.	Paracoccidioides sp.	C		check		Paracoccidioides	PCC	112405000	Paracoccidioides	FALSE
art	f	Arthrographis sp.	Arthrographis sp.	C		FUNGUS		Arthrographis	ART	112406004	Arthrographis	FALSE
bml	w	Brugia malayi	Brugia malayi	C		NEMAT		Brugia	BRG	112443002	Brugia malayi	FALSE
fhe	w	Fasciola hepatica	Fasciola hepatica	C		TREMA		Fasciola	FAS	112450003	Fasciola hepatica	FALSE
mea	w	Metagonimus sp.	Metagonimus sp.	C		TREMA		Metagonimus	MEA	112453001	Metagonimus	FALSE
spi	w	Spirometra sp.	Spirometra sp.	C		CESTODE		Spirometra	SPI	112458005	Spirometra	FALSE
agg	a	Actinomyces georgiae	Actinomyces georgiae	C		NOSPORE		Actinomyces	ACT	113415003	Actinomyces georgiae	FALSE
age	a	Actinomyces gerencseriae	Actinomyces gerencseriae	C		NOSPORE		Actinomyces	ACT	113416002	Actinomyces gerencseriae	FALSE
aat	a	Actinomyces neuii ss. anitratus	Actinomyces neuii ss. anitratus	C		NOSPORE		Actinomyces	ACT	113419009	Actinomyces neuii ss anitratus	FALSE
anu	a	Actinomyces neuii ss. neuii	Actinomyces neuii ss. neuii	C		NOSPORE		Actinomyces	ACT	113420003	Actinomyces neuii ss neuii	FALSE
bhz	-	Bordetella hinzii	Bordetella hinzii	C		GNCB		Bordetella	BD-	113495004	Bordetella hinzii	FALSE
bga	b	Borrelia garinii	Borrelia garinii	C		TREP		Borrelia	BOL	113497007	Borrelia garinii	FALSE
tpm	+	Tsukamurella paurometabolum	Tsukamurella paurometabolum	C		GPR		Tsukamurella	TSK	113510005	Tsukamurella paurometabola	FALSE
bmb	+	Brevibacterium mcbrellneri	Brevibacterium mcbrellneri	C		COF		Brevibacterium	BRE	113518003	Brevibacterium mecbrellneri	FALSE
cjd	-	Campylobacter jejuni ss. doylei	Campylobacter jejuni ss. doylei	C		GNCB		Campylobacter	CAM	113523003	Campylobacter jejuni ss doylei	FALSE
caj	-	Campylobacter jejuni	Campylobacter jejuni	O		GNCB		Campylobacter	CAM	113524009	Campylobacter jejuni ss jejuni	FALSE
cre	a	Campylobacter rectus	Campylobacter rectus	C		AGNR		Campylobacter	CAM	113525005	Campylobacter rectus	FALSE
csh	a	Campylobacter showae	Campylobacter showae	C		AGNR		Campylobacter	CAM	113526006	Campylobacter showae	FALSE
bgr	a	Bacteroides gracilis	Bacteroides gracilis	O		GNCB		Campylobacter	CAM	113528007	Campylobacter gracilis	FALSE
ccm	-	Capnocytophaga canimorsus	Capnocytophaga canimorsus	C		GNCB		Capnocytophaga	CAP	113529004	Capnocytophaga canimorsus	FALSE
ccy	-	Capnocytophaga cynodegmi	Capnocytophaga cynodegmi	C		GNCB		Capnocytophaga	CAP	113530009	Capnocytophaga cynodegmi	FALSE
cgn	-	Capnocytophaga granulosa	Capnocytophaga granulosa	C		GNCB		Capnocytophaga	CAP	113531008	Capnocytophaga granulosa	FALSE
chc	-	Capnocytophaga haemolytica	Capnocytophaga haemolytica	C		GNCB		Capnocytophaga	CAP	113532001	Capnocytophaga haemolytica	FALSE
cd3	-	CDC DF-3	CDC DF-3	C						113535004	Dysgonic fermenter DF-3 group	FALSE
hpu	-	Helicobacter pullorum	Helicobacter pullorum	C		GNCB		Helicobacter	HEL	113543009	Helicobacter pullorum	FALSE
fgl	-	Chryseobacterium gleum	Chryseobacterium gleum	C		NFR		Chryseobacterium	CHB	113548000	Chryseobacterium gleum	FALSE
fin	-	CDC IIb	CDC IIb	O		NFR		Chryseobacterium	CHB	113549008	Chryseobacterium indologenes	FALSE
fod	-	CDC M-4f	CDC M-4f	O		NFR		Myroides	MYR	113558001	Myroides odoratus	FALSE
cag	a	Clostridium argentinense	Clostridium argentinense	C		SPORE		Clostridium	CLO	113565009	Clostridium argentiense	FALSE
cpf	a	Clostridium piliforme	Clostridium piliforme	C		SPORE		Clostridium	CLO	113591005	Clostridium piliforme	FALSE
caf	+	CDC Coryneform Group ANF-1	CDC Coryneform Group ANF-1	O		COF		Corynebacterium	COR	113608003	Corynebacterium afermentans	FALSE
ci2	+	CDC Coryneform Group F-2	CDC Coryneform Group F-2	O		COF		Corynebacterium	COR	113611002	Corynebacterium amycolatum	FALSE
cpq	+	Corynebacterium propinquum	Corynebacterium propinquum	C		COF		Corynebacterium	COR	113612009	Corynebacterium propinquum	FALSE
cd2	+	CDC Coryneform Group D-2	CDC Coryneform Group D-2	O		COF		Corynebacterium	COR	113613004	Corynebacterium urealyticum	FALSE
ebr	-	Empedobacter brevis	Empedobacter brevis	C		NFR		Empedobacter	EMP	113629007	Empedobacter brevis	FALSE
lmi	a	Atopobium minutum	Atopobium minutum	C		NOSPORE		Atopobium	ATO	113630002	Atopobium minutum	FALSE
apv	a	Atopobium parvulum	Atopobium parvulum	C		NOSPORE		Atopobium	ATO	113631003	Atopobium parvulum	FALSE
arm	a	Atopobium rimae	Atopobium rimae	C		NOSPORE		Atopobium	ATO	113632005	Atopobium rimae	FALSE
wco	a	Lactobacillus confusus	Lactobacillus confusus	O		CatNeg		Weisella	WEI	113639001	Weissella confusa	FALSE
gbr	+	Gordona bronchialis	Gordona bronchialis	C		GPR		Gordona	GOR	113646005	Gordonia bronchialis	FALSE
gbp	+	Gordona rubropertinctus	Gordona rubropertinctus	C		GPR		Gordona	GOR	113647001	Gordonia rubropertinctus	FALSE
gsu	+	Gordona sputi	Gordona sputi	C		GPR		Gordona	GOR	113648006	Gordonia sputi	FALSE
mre	+	Micropolyspora faeni	Micropolyspora faeni	O		check		Saccharopolyspora	SAH	113657000	Saccharopolyspora rectivirgula	FALSE
pce	-	Burkholderia cepacia	Burkholderia cepacia	C	X	NFR		Burkholderia	BUK	113669008	Burkholderia cepacia	FALSE
bgl	-	Burkholderia gladioli	Burkholderia gladioli	C		NFR		Burkholderia	BUK	113671008	Burkholderia gladioli	FALSE
bma	-	Burkholderia mallei	Burkholderia mallei	C		NFR		Burkholderia	BUK	113674000	Burkholderia mallei	FALSE
bmu	-	Burkholderia multivorans (genomovar II)	Burkholderia multivorans	C		NFR		Burkholderia	BUK	113675004	Burkholderia multivorans	FALSE
bpy	-	Burkholderia pyrrocinia (genomovar IX)	Burkholderia pyrrocinia	C		NFR		Burkholderia	BUK	113677007	Burkholderia pyrrocinia	FALSE
adf	-	Acidovorax delafieldii	Acidovorax delafieldii	C		NFR		Acidovorax	ACX	113685003	Acidovorax delafieldii	FALSE
afc	-	Acidovorax facilis	Acidovorax facilis	C		NFR		Acidovorax	ACX	113686002	Acidovorax facilis	FALSE
atm	-	Acidovorax temperans	Acidovorax temperans	C		NFR		Acidovorax	ACX	113687006	Acidovorax temperans	FALSE
pdi	-	Brevundimonas diminuta	Brevundimonas diminuta	C		NFR		Brevundimonas	BRV	113689009	Brevundimonas diminuta	FALSE
hdi	w	Hymenolepis diminuta	Hymenolepis diminuta	C		FUNGUS		Hymenolepis	HYM	113689009	Brevundimonas diminuta	FALSE
pve	-	Brevundimonas vesicularis	Brevundimonas vesicularis	C		NFR		Brevundimonas	BRV	113690000	Brevundimonas vesicularis	FALSE
pma	-	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	O		NFR		Stenotrophomonas	STE	113697002	Stenotrophomonas maltophilia	FALSE
spf	-	CDC Ib-1	CDC Ib-1	O		NFR		Shewanella	SHE	113700003	Shewanella putrefaciens	FALSE
swl	a	Shewanella alga	Shewanella alga	C		NFR		Shewanella	SHE	113702006	Shewanella algae	FALSE
sbe	-	Shewanella benthica	Shewanella benthica	C		NFR		Shewanella	SHE	113704007	Shewanella benthica	FALSE
shn	-	Alteromonas hanedai	Alteromonas hanedai	O		NFR		Shewanella	SHE	113708005	Shewanella hanedai	FALSE
rgi	-	Roseomonas gilardii	Roseomonas gilardii	C		NFR		Roseomonas	ROS	113710007	Roseomonas gilardii	FALSE
rce	-	Roseomonas cervicalis	Roseomonas cervicalis	C		NFR		Roseomonas	ROS	113711006	Roseomonas cervicalis	FALSE
rfa	-	Roseomonas fauriae	Roseomonas fauriae	C		NFR		Roseomonas	ROS	113712004	Roseomonas fauriae	FALSE
saj	+	Abiotrophia adiacens	Abiotrophia adiacens	O		CatNeg		Abiotrophia	ABI	113713009	Granulicatella adiacens	FALSE
sdf	+	Abiotrophia defectiva	Abiotrophia defectiva	C		CatNeg		Abiotrophia	ABI	113714003	Abiotrophia defectiva	FALSE
snv	+	Streptococcus, nutritionally variant	Streptococcus, nutritionally variant	C				Streptococcus	STR	113715002	Nutritionally Variant Streptococci	FALSE
wzo	-	Bergeyella zoohelcum	Bergeyella zoohelcum	C		NFR		Bergeyella	BER	113718000	Bergeyella zoohelcum	FALSE
ldu	-	Fluoribacter dumoffii	Fluoribacter dumoffii	C		check		Fluoribacter	FLU	113720002	Fluoribacter dumoffii	FALSE
lgo	-	Fluoribacter gormanii	Fluoribacter gormanii	C		check		Fluoribacter	FLU	113721003	Fluoribacter gormanii	FALSE
ecc	+	Enterococcus cecorum	Enterococcus cecorum	C		CatNeg		Enterococcus	ENT	113722005	Enterococcus cecorum	FALSE
ecb	+	Enterococcus columbae	Enterococcus columbae	C		CatNeg		Enterococcus	ENT	113723000	Enterococcus columbe	FALSE
eds	+	Enterococcus dispar	Enterococcus dispar	C		CatNeg		Enterococcus	ENT	113724006	Enterococcus dispar	FALSE
efv	+	Enterococcus flavescens	Enterococcus flavescens	C		CatNeg		Enterococcus	ENT	113725007	Enterococcus flavescens	FALSE
esu	+	Enterococcus sulfureus	Enterococcus sulfureus	C		CatNeg		Enterococcus	ENT	113726008	Enterococcus sulfureus	FALSE
esn	a	Eubacterium saphenum	Eubacterium saphenum	C		NOSPORE		Eubacterium	EUB	113735001	Eubacterium saphenum	FALSE
fmz	-	Flavobacterium mizutaii	Flavobacterium mizutaii	C		NFR		Flavobacterium	FLA	113749005	Flavobacterium mitzutaii	FALSE
fph	-	Francisella philomiragia	Francisella philomiragia	C		GNCB		Francisella	FRA	113756004	Francisella philomiragia	FALSE
ffu	a	Fusobacterium necrophorum ss. funduliforme	Fusobacterium necrophorum ss. funduliforme	C		AGNR		Fusobacterium	FU-	113757008	Fusobacterium necrophorum subspecies fundiliforme	FALSE
fne	a	Fusobacterium necrophorum	Fusobacterium necrophorum	O		AGNR		Fusobacterium	FU-	113758003	Fusobacterium necrophorum ss necrophorum	FALSE
ffs	a	Fusobacterium nucleatum ss. fusiforme	Fusobacterium nucleatum ss. fusiforme	C		AGNR		Fusobacterium	FU-	113760001	Fusobacterium nucleatum ss fusiforme	FALSE
fnu	a	Fusobacterium nucleatum	Fusobacterium nucleatum	O		AGNR		Fusobacterium	FU-	113761002	Fusobacterium nucleatum ss nucleatum	FALSE
fpo	a	Fusobacterium nucleatum ss. polymorphum	Fusobacterium nucleatum ss. polymorphum	C		AGNR		Fusobacterium	FU-	113762009	Fusobacterium nucleatum ss polymorphum	FALSE
fvi	a	Fusobacterium nucleatum ss. vincentii	Fusobacterium nucleatum ss. vincentii	C		AGNR		Fusobacterium	FU-	113763004	Fusobacterium nucleatum ss vincentii	FALSE
ful	a	Fusobacterium ulcerans	Fusobacterium ulcerans	C		AGNR		Fusobacterium	FU-	113764005	Fusobacterium ulcerans	FALSE
gmo	a	Gemella morbillorum	Gemella morbillorum	C		CatNeg		Gemella	GEM	113765006	Gemella morbillorum	FALSE
hac	-	Actinobacillus actinomycetemcomitans	Actinobacillus actinomycetemcomitans	O		HAK		Aggregatibacter	AGT	113766007	Haemophilus actinomycetemcomitans	FALSE
kkr	+	Kocuria kristinae	Kocuria kristinae	C		CatPos		Kocuria	KOC	113772007	Kocuria kristinae	FALSE
kro	+	Kocuria rosea	Kocuria rosea	C		CatPos		Kocuria	KOC	113773002	Kocuria rosea	FALSE
kva	+	Kocuria varians	Kocuria varians	C		CatPos		Kocuria	KOC	113774008	Kocuria varians	FALSE
dni	+	Dermacoccus nishinomiyaensis	Dermacoccus nishinomiyaensis	C		GPC		Dermacoccus	DCC	113776005	Dermacoccus nishinomiyaensis	FALSE
ljo	a	Lactobacillus johnsonii	Lactobacillus johnsonii	C		GPR		Lactobacillus	LAC	113786006	Lactobacillus johnsonii	FALSE
lva	a	Lactobacillus vaginalis	Lactobacillus vaginalis	C		GPR		Lactobacillus	LAC	113803005	Lactobacillus vaginalis	FALSE
lqu	-	Legionella quateirensis	Legionella quateirensis	C		GNCB		Legionella	LEG	113807006	Legionella quateirensis	FALSE
lbp	b	Leptospira borgpetersenii	Leptospira borgpetersenii	C		TREP		Leptospira	LES	113809009	Leptospira borgpetersenii	FALSE
lid	b	Leptospira inadai	Leptospira inadai	C		TREP		Leptospira	LES	113810004	Leptospira inadai	FALSE
lki	b	Leptospira kirschneri	Leptospira kirschneri	C		TREP		Leptospira	LES	113811000	Leptospira kirschneri	FALSE
lno	b	Leptospira noguchii	Leptospira noguchii	C		TREP		Leptospira	LES	113813002	Leptospira noguchii	FALSE
lsr	b	Leptospira santarosai	Leptospira santarosai	C		TREP		Leptospira	LES	113815009	Leptospira santarosai	FALSE
lwe	b	Leptospira weilii	Leptospira weilii	C		TREP		Leptospira	LES	113816005	Leptospira weilii	FALSE
lci	+	Leuconostoc citreum	Leuconostoc citreum	C		CatNeg		Leuconostoc	LEU	113821008	Leuconostoc citreum	FALSE
lul	a	Lactobacillus uli	Lactobacillus uli	C		GPR		Lactobacillus	LAC	113829005	Lactobacillus uli	FALSE
mxc	-	Moraxella canis	Moraxella canis	C		NFR		Moraxella	MO-	113833003	Moraxella canis	FALSE
mae	m	Mycobacterium alvei	Mycobacterium alvei	C		MYCO		Mycobacterium	MYC	113839004	Mycobacterium alvei	FALSE
mpa	m	Mycobacterium avium ss. paratuberculosis	Mycobacterium avium ss. paratuberculosis	C		MYCO		Mycobacterium	MYC	113841003	Mycobacterium avium ss paratuberculosis	FALSE
mbr	m	Mycobacterium brumae	Mycobacterium brumae	C		MYCO		Mycobacterium	MYC	113844006	Mycobacterium brumae	FALSE
mcn	m	Mycobacterium confluentis	Mycobacterium confluentis	C		MYCO		Mycobacterium	MYC	113845007	Mycobacterium confluentis	FALSE
mij	m	Mycobacterium interjectum	Mycobacterium interjectum	C		MYCO		Mycobacterium	MYC	113851002	Mycobacterium interjectum	FALSE
mmc	m	Mycobacterium chelonae-like organism (MCLO)	Mycobacterium chelonae-like organism (MCLO)	O		MYCO		Mycobacterium	MYC	113856007	Mycobacterium mucogenicum	FALSE
mtc	m	Mycobacterium tuberculosis complex	Mycobacterium tuberculosis complex	C		MYCO		Mycobacterium	MYC	113858008	Mycobacterium tuberculosis complex	FALSE
mpg	m	Mycobacterium peregrinum	Mycobacterium peregrinum	C		MYCO		Mycobacterium	MYC	113859000	Mycobacterium peregrinum	FALSE
mtu	m	Mycobacterium tuberculosis	Mycobacterium tuberculosis	C	X	MYCO		Mycobacterium	MYC	113861009	Mycobacterium tuberculosis	FALSE
mcr	b	Mycoplasma capricolum ss. capricolum	Mycoplasma capricolum ss. capricolum	C		MYCOP		Mycoplasma	MYP	113865000	Mycoplasma capricolum ss capricolum	FALSE
mcp	b	Mycoplasma capricolum ss. capripneumoniae	Mycoplasma capricolum ss. capripneumoniae	C		MYCOP		Mycoplasma	MYP	113866004	Mycoplasma capricolum ss capripneumoniae	FALSE
mpt	b	Mycoplasma penetrans	Mycoplasma penetrans	C		MYCOP		Mycoplasma	MYP	113884002	Mycoplasma penetrans	FALSE
msl	b	Mycoplasma spermatophilum	Mycoplasma spermatophilum	C		MYCOP		Mycoplasma	MYP	113890003	Mycoplasma spermatophilum	FALSE
ooe	+	Leuconostoc oenos	Leuconostoc oenos	O		CatNeg		Oenococcus	OEN	113893001	Oenococcus oeni	FALSE
nwe	-	CDC M-5	CDC M-5	O		GNC		Neisseria	NE-	113894007	Neisseria weaveri	FALSE
nni	-	CDC M-6	CDC M-6	O		GNC		Neisseria	NE-	113895008	Neisseria elongata ss nitroreducens	FALSE
pbe	-	CDC HB-5	CDC HB-5	O		FERM		Pasteurella	PAS	113902004	Pasteurella bettyae	FALSE
pmr	-	Pasteurella mairii	Pasteurella mairii	C		FERM		Pasteurella	PAS	113905002	Pasteurella mairii	FALSE
ptr	-	Pasteurella trehalosi	Pasteurella trehalosi	C		FERM		Pasteurella	PAS	113906001	Pasteurella trehalosi	FALSE
pll	a	Peptostreptococcus lacrimalis	Peptostreptococcus lacrimalis	C		AGPC		Peptostreptococcus	PPT	113909008	Peptostreptococcus lacrimalis	FALSE
for	-	CDC Ve-2	CDC Ve-2	O		check		Flavimonas	FLV	113931000	Pseudomonas oryzihabitans	FALSE
rha	a	Ruminococcus hansenii	Ruminococcus hansenii	C		AGPC		Ruminococcus	RUM	113943004	Ruminococcus hansenii	FALSE
rpr	a	Peptostreptococcus productus	Peptostreptococcus productus	O		AGPC		Ruminococcus	RUM	113946007	Ruminococcus productus	FALSE
svo	b	Spirillum volutans	Spirillum volutans	C		TREP		Spirillum	SPR	113951001	Spirillum volutans	FALSE
fth	-	Flavobacterium thalpophilum	Flavobacterium thalpophilum	O		NFR		Sphingobacterium	SPB	113954009	Sphingobacterium thalpophilum	FALSE
sau	+	Staphylococcus aureus	Staphylococcus aureus	O		SC+		Staphylococcus	STA	113961008	Staphylococcus aureus ss aureus	FALSE
sca	+	Staphylococcus capitis	Staphylococcus capitis	O		SCN		Staphylococcus	STA	113962001	Staphylococcus capitis ss capitis	FALSE
sep	+	Staphylococcus epidermidis	Staphylococcus epidermidis	O		SCN		Staphylococcus	STA	113962001	Staphylococcus epidermidis	FALSE
stc	+	Staphylococcus cohnii	Staphylococcus cohnii	O		SCN		Staphylococcus	STA	113963006	Staphylococcus cohnii ss cohnii	FALSE
sde	+	Staphylococcus delphini	Staphylococcus delphini	C		SCN		Staphylococcus	STA	113964000	Staphylococcus delphini	FALSE
sfe	+	Staphylococcus felis	Staphylococcus felis	C		SCN		Staphylococcus	STA	113965004	Staphylococcus felis	FALSE
sms	+	Staphylococcus muscae	Staphylococcus muscae	C		SCN		Staphylococcus	STA	113969005	Staphylococcus muscae	FALSE
sps	+	Staphylococcus piscifermentans	Staphylococcus piscifermentans	C		SCN		Staphylococcus	STA	113970006	Staphylococcus piscifermentans	FALSE
